year,month,month_name,market,shipping_mode,customer_segment,total_orders,otif_orders,on_time_orders,complete_orders,late_risk_orders,late_deliveries,canceled_deliveries,otif_rate,on_time_rate,in_full_rate,late_delivery_rate,cancel_rate,avg_shipping_days,avg_scheduled_days,avg_delay_days
2017,1,janvier,Pacific Asia,Second Class,Consumer,116,0,8,24,103,103,5,0.0,6.896551724137931,20.689655172413794,88.79310344827587,4.310344827586207,4,2,2
2017,1,janvier,Pacific Asia,Standard Class,Consumer,341,69,204,114,132,132,13,20.234604105571847,59.82404692082112,33.43108504398827,38.70967741935484,3.812316715542522,4,4,0
2017,1,janvier,USCA,Standard Class,Home Office,9,4,8,4,1,1,0,44.44444444444444,88.88888888888889,44.44444444444444,11.11111111111111,0.0,4,4,0
2017,1,janvier,USCA,Same Day,Consumer,11,0,5,2,2,2,4,0.0,45.45454545454545,18.181818181818183,18.181818181818183,36.36363636363637,0,0,0
2017,1,janvier,USCA,Second Class,Home Office,5,0,2,0,3,3,0,0.0,40.0,0.0,60.0,0.0,4,2,2
2017,1,janvier,USCA,Standard Class,Consumer,36,9,27,14,9,9,0,25.0,75.0,38.88888888888889,25.0,0.0,3,4,-1
2017,2,février,LATAM,Same Day,Home Office,44,13,20,24,24,24,0,29.545454545454547,45.45454545454545,54.54545454545454,54.54545454545454,0.0,0,0,0
2017,2,février,LATAM,First Class,Consumer,336,0,0,108,309,309,27,0.0,0.0,32.142857142857146,91.96428571428571,8.035714285714286,2,1,1
2017,2,février,LATAM,Same Day,Consumer,155,22,75,51,73,73,7,14.193548387096774,48.38709677419355,32.903225806451616,47.096774193548384,4.516129032258064,0,0,0
2017,2,février,LATAM,Second Class,Consumer,445,41,103,167,328,328,18,9.213483146067416,23.146067415730336,37.52808988764045,73.70786516853933,4.044943820224719,4,2,2
2017,2,février,LATAM,Same Day,Corporate,104,23,48,53,56,56,2,22.115384615384613,46.15384615384615,50.96153846153846,53.84615384615385,1.9230769230769231,0,0,0
2017,2,février,LATAM,Standard Class,Consumer,1519,278,894,475,601,601,66,18.301514154048718,58.854509545753785,31.27057274522712,39.56550362080316,4.3449637919684,3,4,-1
2017,2,février,LATAM,First Class,Corporate,261,0,0,103,253,253,8,0.0,0.0,39.46360153256705,96.93486590038314,3.065134099616858,2,1,1
2017,2,février,LATAM,First Class,Home Office,120,0,0,57,119,119,1,0.0,0.0,47.5,99.16666666666667,0.8333333333333334,2,1,1
2017,2,février,LATAM,Standard Class,Home Office,496,81,277,141,199,199,26,16.33064516129032,55.846774193548384,28.42741935483871,40.12096774193548,5.241935483870968,4,4,0
2017,2,février,LATAM,Second Class,Corporate,342,23,72,86,252,252,20,6.725146198830409,21.052631578947366,25.146198830409354,73.68421052631578,5.847953216374268,4,2,2
2017,2,février,LATAM,Second Class,Home Office,190,9,42,58,148,148,4,4.736842105263158,22.105263157894736,30.526315789473685,77.89473684210526,2.1052631578947367,3,2,1
2017,2,février,LATAM,Standard Class,Corporate,894,189,552,319,320,320,52,21.140939597315437,61.74496644295302,35.682326621923934,35.79418344519016,5.8165548098434,3,4,-1
2017,3,mars,LATAM,Same Day,Consumer,134,22,67,39,61,61,14,16.417910447761194,50.0,29.1044776119403,45.52238805970149,10.44776119402985,0,0,0
2017,3,mars,LATAM,First Class,Corporate,232,0,0,62,213,213,19,0.0,0.0,26.72413793103448,91.8103448275862,8.189655172413794,2,1,1
2017,3,mars,LATAM,Standard Class,Home Office,561,105,331,178,219,219,21,18.71657754010695,59.001782531194294,31.72905525846702,39.037433155080215,3.7433155080213902,3,4,-1
2017,3,mars,LATAM,First Class,Consumer,430,0,0,137,415,415,15,0.0,0.0,31.86046511627907,96.51162790697676,3.488372093023256,2,1,1
2017,3,mars,LATAM,Second Class,Consumer,447,31,90,133,343,343,14,6.935123042505594,20.13422818791946,29.753914988814316,76.7337807606264,3.131991051454139,4,2,2
2017,3,mars,LATAM,First Class,Home Office,202,0,0,48,190,190,12,0.0,0.0,23.762376237623762,94.05940594059405,5.9405940594059405,2,1,1
2017,3,mars,LATAM,Same Day,Corporate,99,18,28,33,67,67,4,18.181818181818183,28.28282828282828,33.33333333333333,67.67676767676768,4.040404040404041,0,0,0
2017,3,mars,LATAM,Same Day,Home Office,62,8,28,28,34,34,0,12.903225806451612,45.16129032258064,45.16129032258064,54.83870967741935,0.0,0,0,0
2017,3,mars,LATAM,Second Class,Home Office,204,23,46,77,156,156,2,11.27450980392157,22.54901960784314,37.745098039215684,76.47058823529412,0.9803921568627451,4,2,2
2017,3,mars,LATAM,Second Class,Corporate,348,31,77,92,257,257,14,8.908045977011495,22.126436781609197,26.436781609195403,73.85057471264368,4.022988505747127,3,2,1
2017,3,mars,LATAM,Standard Class,Corporate,1035,208,674,303,344,344,42,20.096618357487923,65.1207729468599,29.275362318840582,33.23671497584541,4.057971014492753,3,4,-1
2017,3,mars,LATAM,Standard Class,Consumer,1593,329,917,503,656,656,45,20.652856246076585,57.56434400502197,31.57564344005022,41.18016321406152,2.824858757062147,4,4,0
2017,4,avril,LATAM,First Class,Corporate,224,0,0,89,214,214,10,0.0,0.0,39.732142857142854,95.53571428571429,4.464285714285714,2,1,1
2017,4,avril,LATAM,Same Day,Consumer,154,34,94,45,51,51,14,22.07792207792208,61.038961038961034,29.22077922077922,33.116883116883116,9.090909090909092,0,0,0
2017,4,avril,LATAM,Same Day,Corporate,51,14,34,24,15,15,2,27.450980392156865,66.66666666666666,47.05882352941176,29.411764705882355,3.9215686274509802,0,0,0
2017,4,avril,LATAM,Standard Class,Home Office,539,92,306,166,223,223,30,17.068645640074212,56.77179962894249,30.79777365491651,41.37291280148423,5.565862708719852,4,4,0
2017,4,avril,LATAM,First Class,Home Office,170,0,0,47,154,154,16,0.0,0.0,27.647058823529413,90.58823529411765,9.411764705882353,2,1,1
2017,4,avril,LATAM,Second Class,Home Office,195,11,57,59,130,130,8,5.641025641025641,29.230769230769234,30.256410256410255,66.66666666666666,4.102564102564102,3,2,1
2017,4,avril,LATAM,First Class,Consumer,355,0,0,163,343,343,12,0.0,0.0,45.91549295774648,96.61971830985917,3.3802816901408446,2,1,1
2017,4,avril,LATAM,Standard Class,Corporate,932,166,554,289,367,367,29,17.811158798283262,59.442060085836914,31.008583690987123,39.377682403433475,3.111587982832618,4,4,0
2017,4,avril,LATAM,Same Day,Home Office,38,7,22,17,16,16,0,18.421052631578945,57.89473684210527,44.73684210526316,42.10526315789473,0.0,0,0,0
2017,4,avril,LATAM,Second Class,Consumer,592,31,136,194,446,446,14,5.236486486486487,22.972972972972975,32.77027027027027,75.33783783783784,2.364864864864865,3,2,1
2017,4,avril,LATAM,Second Class,Corporate,268,15,40,80,214,214,14,5.597014925373134,14.925373134328357,29.850746268656714,79.8507462686567,5.223880597014925,4,2,2
2017,4,avril,LATAM,Standard Class,Consumer,1694,383,1026,571,630,630,83,22.609208972845337,60.56670602125147,33.70720188902007,37.1900826446281,4.899645808736717,3,4,-1
2017,5,mai,LATAM,First Class,Home Office,146,0,0,51,137,137,9,0.0,0.0,34.93150684931507,93.83561643835617,6.164383561643835,2,1,1
2017,5,mai,LATAM,First Class,Consumer,480,0,0,159,437,437,43,0.0,0.0,33.125,91.04166666666667,8.958333333333334,2,1,1
2017,5,mai,LATAM,Same Day,Corporate,91,20,52,30,39,39,0,21.978021978021978,57.14285714285714,32.967032967032964,42.857142857142854,0.0,0,0,0
2017,5,mai,LATAM,First Class,Corporate,290,0,0,77,261,261,29,0.0,0.0,26.551724137931032,90.0,10.0,2,1,1
2017,5,mai,LATAM,Same Day,Consumer,139,17,69,46,63,63,10,12.23021582733813,49.64028776978417,33.093525179856115,45.32374100719424,7.194244604316546,0,0,0
2017,5,mai,LATAM,Second Class,Consumer,437,32,94,151,329,329,19,7.322654462242563,21.51029748283753,34.55377574370709,75.28604118993135,4.3478260869565215,3,2,1
2017,5,mai,LATAM,Second Class,Home Office,197,17,39,81,153,153,10,8.629441624365482,19.796954314720814,41.11675126903553,77.66497461928934,5.0761421319796955,4,2,2
2017,5,mai,LATAM,Same Day,Home Office,47,5,25,14,19,19,3,10.638297872340425,53.191489361702125,29.78723404255319,40.42553191489361,6.382978723404255,0,0,0
2017,5,mai,LATAM,Standard Class,Home Office,548,99,330,156,205,205,40,18.065693430656935,60.21897810218978,28.467153284671532,37.408759124087595,7.2992700729927,4,4,0
2017,5,mai,LATAM,Second Class,Corporate,316,34,74,100,230,230,13,10.759493670886076,23.417721518987342,31.645569620253166,72.78481012658227,4.113924050632911,3,2,1
2017,5,mai,LATAM,Standard Class,Corporate,995,218,635,329,340,340,42,21.909547738693465,63.81909547738693,33.06532663316583,34.17085427135678,4.221105527638191,3,4,-1
2017,5,mai,LATAM,Standard Class,Consumer,1631,340,977,552,630,630,64,20.846106683016554,59.90190067443286,33.84426732066217,38.62660944206009,3.9239730226854688,4,4,0
2017,6,juin,Europe,First Class,Home Office,66,0,0,21,66,66,0,0.0,0.0,31.818181818181817,100.0,0.0,2,1,1
2017,6,juin,Europe,Second Class,Corporate,106,13,32,46,72,72,2,12.264150943396226,30.18867924528302,43.39622641509434,67.9245283018868,1.8867924528301887,3,2,1
2017,6,juin,Europe,Same Day,Consumer,62,4,23,25,38,38,5,6.451612903225806,37.096774193548384,40.32258064516129,61.29032258064516,8.064516129032258,0,0,0
2017,6,juin,Europe,Same Day,Home Office,21,0,10,4,11,11,0,0.0,47.61904761904761,19.047619047619047,52.38095238095239,0.0,0,0,0
2017,6,juin,Europe,Second Class,Consumer,162,16,57,37,100,100,5,9.876543209876543,35.18518518518518,22.839506172839506,61.72839506172839,3.0864197530864197,3,2,1
2017,6,juin,Europe,First Class,Consumer,166,0,0,46,154,154,12,0.0,0.0,27.710843373493976,92.7710843373494,7.228915662650602,2,1,1
2017,6,juin,Europe,First Class,Corporate,106,0,0,31,101,101,5,0.0,0.0,29.245283018867923,95.28301886792453,4.716981132075472,2,1,1
2017,6,juin,Europe,Same Day,Corporate,26,2,11,6,11,11,4,7.6923076923076925,42.30769230769231,23.076923076923077,42.30769230769231,15.384615384615385,0,0,0
2017,6,juin,Europe,Standard Class,Corporate,444,73,261,124,168,168,24,16.441441441441444,58.78378378378378,27.927927927927925,37.83783783783784,5.405405405405405,4,4,0
2017,6,juin,LATAM,First Class,Home Office,92,0,0,32,91,91,1,0.0,0.0,34.78260869565217,98.91304347826086,1.0869565217391304,2,1,1
2017,6,juin,LATAM,Standard Class,Home Office,351,55,202,109,149,149,1,15.669515669515668,57.54985754985755,31.054131054131055,42.45014245014245,0.2849002849002849,4,4,0
2017,6,juin,Europe,Standard Class,Home Office,232,63,132,82,98,98,9,27.155172413793103,56.896551724137936,35.3448275862069,42.241379310344826,3.8793103448275863,4,4,0
2017,6,juin,LATAM,Same Day,Consumer,61,10,32,10,29,29,0,16.39344262295082,52.459016393442624,16.39344262295082,47.540983606557376,0.0,0,0,0
2017,6,juin,Europe,Standard Class,Consumer,664,132,402,224,256,256,37,19.879518072289155,60.54216867469879,33.734939759036145,38.55421686746988,5.572289156626506,4,4,0
2017,6,juin,Europe,Second Class,Home Office,99,4,13,43,76,76,15,4.040404040404041,13.131313131313133,43.43434343434344,76.76767676767676,15.151515151515152,4,2,2
2017,6,juin,LATAM,First Class,Consumer,198,0,0,57,193,193,5,0.0,0.0,28.78787878787879,97.47474747474747,2.525252525252525,2,1,1
2017,6,juin,LATAM,First Class,Corporate,105,0,0,30,105,105,0,0.0,0.0,28.57142857142857,100.0,0.0,2,1,1
2017,6,juin,LATAM,Same Day,Home Office,30,5,14,10,13,13,3,16.666666666666664,46.666666666666664,33.33333333333333,43.333333333333336,10.0,0,0,0
2017,6,juin,LATAM,Second Class,Home Office,72,2,12,11,58,58,2,2.7777777777777777,16.666666666666664,15.277777777777779,80.55555555555556,2.7777777777777777,3,2,1
2017,6,juin,LATAM,Second Class,Corporate,168,15,39,51,120,120,22,8.928571428571429,23.214285714285715,30.357142857142854,71.42857142857143,13.095238095238097,3,2,1
2017,6,juin,LATAM,Standard Class,Corporate,529,114,333,151,188,188,22,21.550094517958414,62.948960302457465,28.544423440453688,35.53875236294896,4.158790170132325,3,4,-1
2017,6,juin,LATAM,Same Day,Corporate,38,4,24,15,14,14,0,10.526315789473683,63.1578947368421,39.473684210526315,36.84210526315789,0.0,0,0,0
2017,6,juin,LATAM,Second Class,Consumer,301,20,80,88,208,208,13,6.64451827242525,26.578073089701,29.2358803986711,69.10299003322258,4.318936877076411,3,2,1
2017,6,juin,LATAM,Standard Class,Consumer,852,193,502,285,330,330,34,22.652582159624412,58.920187793427225,33.45070422535211,38.732394366197184,3.9906103286384975,3,4,-1
2017,7,juillet,Europe,First Class,Consumer,403,0,0,123,376,376,27,0.0,0.0,30.52109181141439,93.30024813895783,6.699751861042183,2,1,1
2017,7,juillet,Europe,Same Day,Home Office,66,14,39,18,27,27,3,21.21212121212121,59.09090909090909,27.27272727272727,40.909090909090914,4.545454545454546,0,0,0
2017,7,juillet,Europe,First Class,Home Office,162,0,0,48,159,159,3,0.0,0.0,29.629629629629626,98.14814814814815,1.8518518518518516,2,1,1
2017,7,juillet,Europe,Second Class,Consumer,542,24,78,165,444,444,27,4.428044280442804,14.391143911439114,30.44280442804428,81.91881918819189,4.981549815498155,4,2,2
2017,7,juillet,Europe,Same Day,Corporate,106,9,31,27,75,75,2,8.49056603773585,29.245283018867923,25.471698113207548,70.75471698113208,1.8867924528301887,0,0,0
2017,7,juillet,Europe,Standard Class,Corporate,921,174,593,306,293,293,54,18.892508143322477,64.38653637350706,33.22475570032573,31.813246471226925,5.863192182410423,3,4,-1
2017,7,juillet,Europe,First Class,Corporate,213,0,0,63,205,205,8,0.0,0.0,29.577464788732392,96.24413145539906,3.755868544600939,2,1,1
2017,7,juillet,Europe,Second Class,Home Office,167,6,35,48,113,113,23,3.592814371257485,20.958083832335326,28.74251497005988,67.66467065868264,13.77245508982036,4,2,2
2017,7,juillet,Europe,Same Day,Consumer,196,21,84,59,109,109,10,10.714285714285714,42.857142857142854,30.102040816326532,55.61224489795919,5.1020408163265305,0,0,0
2017,7,juillet,Europe,Standard Class,Consumer,1676,272,974,480,653,653,71,16.2291169451074,58.1145584725537,28.639618138424822,38.9618138424821,4.236276849642005,4,4,0
2017,7,juillet,Europe,Standard Class,Home Office,492,103,310,153,172,172,25,20.934959349593495,63.00813008130082,31.097560975609756,34.959349593495936,5.08130081300813,4,4,0
2017,7,juillet,Europe,Second Class,Corporate,374,28,74,118,287,287,13,7.4866310160427805,19.786096256684495,31.550802139037433,76.7379679144385,3.4759358288770055,3,2,1
2017,8,août,Europe,Same Day,Consumer,156,25,81,51,73,73,2,16.025641025641026,51.92307692307693,32.69230769230769,46.794871794871796,1.282051282051282,0,0,0
2017,8,août,Europe,First Class,Home Office,134,0,0,53,122,122,12,0.0,0.0,39.55223880597015,91.04477611940298,8.955223880597014,2,1,1
2017,8,août,Europe,First Class,Consumer,437,0,0,164,416,416,21,0.0,0.0,37.52860411899314,95.19450800915332,4.805491990846682,2,1,1
2017,8,août,Europe,Same Day,Corporate,66,1,26,17,35,35,5,1.5151515151515151,39.39393939393939,25.757575757575758,53.03030303030303,7.575757575757576,0,0,0
2017,8,août,Europe,Second Class,Consumer,537,43,94,237,433,433,12,8.007448789571695,17.50465549348231,44.134078212290504,80.63314711359403,2.2346368715083798,4,2,2
2017,8,août,Europe,First Class,Corporate,261,0,0,82,246,246,15,0.0,0.0,31.417624521072796,94.25287356321839,5.747126436781609,2,1,1
2017,8,août,Europe,Standard Class,Corporate,852,172,537,283,305,305,34,20.187793427230048,63.02816901408451,33.21596244131456,35.798122065727696,3.9906103286384975,3,4,-1
2017,8,août,Europe,Same Day,Home Office,53,13,31,15,22,22,0,24.528301886792452,58.490566037735846,28.30188679245283,41.509433962264154,0.0,0,0,0
2017,8,août,Europe,Standard Class,Home Office,515,125,314,201,193,193,17,24.271844660194176,60.970873786407765,39.029126213592235,37.4757281553398,3.300970873786408,3,4,-1
2017,8,août,Europe,Second Class,Home Office,204,27,47,72,155,155,6,13.23529411764706,23.03921568627451,35.294117647058826,75.98039215686273,2.941176470588235,3,2,1
2017,8,août,Europe,Second Class,Corporate,371,13,66,113,297,297,9,3.5040431266846364,17.78975741239892,30.45822102425876,80.05390835579514,2.4258760107816713,4,2,2
2017,8,août,Europe,Standard Class,Consumer,1719,313,1001,557,697,697,61,18.20826061663758,58.231529959278646,32.40255962769052,40.546829552065155,3.5485747527632348,4,4,0
2017,9,septembre,Europe,First Class,Home Office,144,0,0,81,138,138,6,0.0,0.0,56.25,95.83333333333334,4.166666666666666,2,1,1
2017,9,septembre,Europe,Second Class,Home Office,168,7,30,51,129,129,9,4.166666666666666,17.857142857142858,30.357142857142854,76.78571428571429,5.357142857142857,3,2,1
2017,9,septembre,Europe,First Class,Corporate,220,0,0,80,205,205,15,0.0,0.0,36.36363636363637,93.18181818181817,6.8181818181818175,2,1,1
2017,9,septembre,Europe,Same Day,Corporate,96,12,33,38,58,58,5,12.5,34.375,39.58333333333333,60.416666666666664,5.208333333333334,0,0,0
2017,9,septembre,Europe,Same Day,Home Office,46,7,23,14,23,23,2,15.217391304347828,50.0,30.434782608695656,50.0,4.3478260869565215,0,0,0
2017,9,septembre,Europe,First Class,Consumer,426,0,0,179,396,396,30,0.0,0.0,42.01877934272301,92.95774647887323,7.042253521126761,2,1,1
2017,9,septembre,Europe,Standard Class,Corporate,911,179,566,284,328,328,45,19.64873765093304,62.12952799121844,31.174533479692645,36.00439077936334,4.939626783754116,3,4,-1
2017,9,septembre,Europe,Second Class,Consumer,529,57,126,193,381,381,31,10.775047258979207,23.81852551984877,36.48393194706994,72.0226843100189,5.8601134215500945,3,2,1
2017,9,septembre,Europe,Standard Class,Home Office,623,120,362,198,252,252,26,19.26163723916533,58.10593900481541,31.781701444622794,40.44943820224719,4.173354735152488,3,4,-1
2017,9,septembre,Europe,Same Day,Consumer,140,6,45,35,88,88,12,4.285714285714286,32.142857142857146,25.0,62.857142857142854,8.571428571428571,0,0,0
2017,9,septembre,Europe,Second Class,Corporate,330,18,52,105,269,269,11,5.454545454545454,15.757575757575756,31.818181818181817,81.51515151515152,3.3333333333333335,3,2,1
2017,9,septembre,Europe,Standard Class,Consumer,1556,337,979,541,547,547,66,21.65809768637532,62.91773778920309,34.76863753213368,35.15424164524422,4.241645244215938,3,4,-1
2017,10,octobre,Europe,First Class,Corporate,100,0,0,34,98,98,2,0.0,0.0,34.0,98.0,2.0,2,1,1
2017,10,octobre,Europe,Standard Class,Home Office,241,53,152,81,84,84,8,21.991701244813278,63.07053941908713,33.60995850622407,34.85477178423236,3.319502074688797,3,4,-1
2017,10,octobre,Europe,First Class,Consumer,181,0,0,56,170,170,11,0.0,0.0,30.939226519337016,93.92265193370166,6.077348066298343,2,1,1
2017,10,octobre,Europe,Second Class,Home Office,68,5,9,27,56,56,3,7.352941176470589,13.23529411764706,39.705882352941174,82.35294117647058,4.411764705882353,4,2,2
2017,10,octobre,Europe,Same Day,Corporate,31,5,17,9,12,12,2,16.129032258064516,54.83870967741935,29.03225806451613,38.70967741935484,6.451612903225806,0,0,0
2017,10,octobre,Europe,Same Day,Consumer,59,9,28,20,31,31,1,15.254237288135593,47.45762711864407,33.89830508474576,52.54237288135594,1.694915254237288,0,0,0
2017,10,octobre,Europe,Second Class,Corporate,125,10,30,36,93,93,3,8.0,24.0,28.799999999999997,74.4,2.4,4,2,2
2017,10,octobre,Europe,First Class,Home Office,71,0,0,20,70,70,1,0.0,0.0,28.169014084507044,98.59154929577466,1.4084507042253522,2,1,1
2017,10,octobre,Europe,Second Class,Consumer,225,16,48,71,168,168,17,7.111111111111111,21.333333333333336,31.555555555555554,74.66666666666667,7.555555555555555,3,2,1
2017,10,octobre,Europe,Standard Class,Consumer,688,155,403,257,271,271,23,22.52906976744186,58.57558139534884,37.354651162790695,39.38953488372093,3.343023255813953,4,4,0
2017,10,octobre,Europe,Same Day,Home Office,20,5,14,9,6,6,1,25.0,70.0,45.0,30.0,5.0,0,0,0
2017,10,octobre,Europe,Standard Class,Corporate,446,79,290,135,151,151,14,17.713004484304935,65.02242152466367,30.269058295964125,33.856502242152466,3.1390134529147984,3,4,-1
2017,11,novembre,Europe,Second Class,Home Office,18,1,1,6,16,16,1,5.555555555555555,5.555555555555555,33.33333333333333,88.88888888888889,5.555555555555555,4,2,2
2017,11,novembre,Europe,First Class,Home Office,23,0,0,5,21,21,2,0.0,0.0,21.73913043478261,91.30434782608695,8.695652173913043,2,1,1
2017,11,novembre,Pacific Asia,Same Day,Consumer,32,4,13,11,18,18,2,12.5,40.625,34.375,56.25,6.25,0,0,0
2017,11,novembre,Europe,First Class,Consumer,53,0,0,20,50,50,3,0.0,0.0,37.735849056603776,94.33962264150944,5.660377358490567,2,1,1
2017,11,novembre,Europe,Standard Class,Consumer,196,42,118,68,74,74,15,21.428571428571427,60.204081632653065,34.69387755102041,37.755102040816325,7.653061224489796,3,4,-1
2017,11,novembre,Europe,First Class,Corporate,24,0,0,7,22,22,2,0.0,0.0,29.166666666666668,91.66666666666666,8.333333333333332,2,1,1
2017,11,novembre,Europe,Same Day,Corporate,8,1,5,2,3,3,0,12.5,62.5,25.0,37.5,0.0,0,0,0
2017,11,novembre,Pacific Asia,First Class,Home Office,42,0,0,15,40,40,2,0.0,0.0,35.714285714285715,95.23809523809523,4.761904761904762,2,1,1
2017,11,novembre,Pacific Asia,Standard Class,Home Office,139,21,79,43,58,58,4,15.107913669064748,56.83453237410072,30.935251798561154,41.726618705035975,2.877697841726619,4,4,0
2017,11,novembre,Europe,Same Day,Consumer,26,5,14,8,10,10,2,19.230769230769234,53.84615384615385,30.76923076923077,38.46153846153847,7.6923076923076925,0,0,0
2017,11,novembre,Europe,Standard Class,Corporate,130,30,85,49,44,44,4,23.076923076923077,65.38461538461539,37.69230769230769,33.84615384615385,3.076923076923077,3,4,-1
2017,11,novembre,Europe,Same Day,Home Office,5,0,1,0,3,3,1,0.0,20.0,0.0,60.0,20.0,0,0,0
2017,11,novembre,Pacific Asia,Second Class,Consumer,118,7,20,38,93,93,6,5.932203389830509,16.94915254237288,32.20338983050847,78.8135593220339,5.084745762711865,4,2,2
2017,11,novembre,Europe,Standard Class,Home Office,57,7,27,16,30,30,0,12.280701754385964,47.368421052631575,28.07017543859649,52.63157894736842,0.0,4,4,0
2017,11,novembre,Pacific Asia,Same Day,Corporate,22,0,6,1,16,16,2,0.0,27.27272727272727,4.545454545454546,72.72727272727273,9.090909090909092,0,0,0
2017,11,novembre,Europe,Second Class,Consumer,110,7,21,43,83,83,6,6.363636363636363,19.090909090909093,39.09090909090909,75.45454545454545,5.454545454545454,4,2,2
2017,11,novembre,Europe,Second Class,Corporate,32,2,8,12,24,24,2,6.25,25.0,37.5,75.0,6.25,3,2,1
2017,11,novembre,Pacific Asia,Second Class,Home Office,45,3,9,10,35,35,1,6.666666666666667,20.0,22.22222222222222,77.77777777777779,2.2222222222222223,3,2,1
2017,11,novembre,Pacific Asia,First Class,Consumer,98,0,0,40,94,94,4,0.0,0.0,40.816326530612244,95.91836734693877,4.081632653061225,2,1,1
2017,11,novembre,Pacific Asia,Standard Class,Corporate,295,62,178,113,111,111,14,21.01694915254237,60.33898305084746,38.30508474576271,37.6271186440678,4.745762711864407,4,4,0
2017,11,novembre,Pacific Asia,First Class,Corporate,70,0,0,21,67,67,3,0.0,0.0,30.0,95.71428571428572,4.285714285714286,2,1,1
2017,11,novembre,Pacific Asia,Same Day,Home Office,14,2,10,4,3,3,2,14.285714285714285,71.42857142857143,28.57142857142857,21.428571428571427,14.285714285714285,0,0,0
2017,11,novembre,Pacific Asia,Second Class,Corporate,88,5,21,23,64,64,4,5.681818181818182,23.863636363636363,26.136363636363637,72.72727272727273,4.545454545454546,3,2,1
2017,11,novembre,Pacific Asia,Standard Class,Consumer,410,74,252,130,153,153,17,18.048780487804876,61.46341463414634,31.70731707317073,37.31707317073171,4.146341463414634,3,4,-1
2017,12,décembre,Pacific Asia,First Class,Consumer,153,0,0,58,143,143,10,0.0,0.0,37.908496732026144,93.4640522875817,6.535947712418301,2,1,1
2017,12,décembre,Pacific Asia,First Class,Corporate,103,0,0,32,93,93,10,0.0,0.0,31.06796116504854,90.29126213592234,9.70873786407767,2,1,1
2017,12,décembre,Pacific Asia,Same Day,Home Office,29,5,10,10,18,18,1,17.24137931034483,34.48275862068966,34.48275862068966,62.06896551724138,3.4482758620689653,0,0,0
2017,12,décembre,Pacific Asia,Same Day,Consumer,55,5,20,16,34,34,1,9.090909090909092,36.36363636363637,29.09090909090909,61.81818181818181,1.8181818181818181,0,0,0
2017,12,décembre,Pacific Asia,Second Class,Consumer,221,12,46,76,171,171,5,5.429864253393665,20.81447963800905,34.38914027149321,77.37556561085974,2.262443438914027,4,2,2
2017,12,décembre,Pacific Asia,Second Class,Home Office,70,3,16,24,53,53,1,4.285714285714286,22.857142857142858,34.285714285714285,75.71428571428571,1.4285714285714286,3,2,1
2017,12,décembre,Pacific Asia,First Class,Home Office,57,0,0,19,54,54,3,0.0,0.0,33.33333333333333,94.73684210526315,5.263157894736842,2,1,1
2017,12,décembre,Pacific Asia,Standard Class,Home Office,211,44,124,65,80,80,12,20.85308056872038,58.767772511848335,30.80568720379147,37.91469194312796,5.687203791469194,4,4,0
2017,12,décembre,Pacific Asia,Second Class,Corporate,125,5,22,40,100,100,3,4.0,17.599999999999998,32.0,80.0,2.4,4,2,2
2017,12,décembre,Pacific Asia,Standard Class,Corporate,340,66,198,122,137,137,14,19.411764705882355,58.235294117647065,35.88235294117647,40.294117647058826,4.117647058823529,4,4,0
2017,12,décembre,Pacific Asia,Standard Class,Consumer,714,130,435,216,262,262,31,18.207282913165265,60.924369747899156,30.252100840336134,36.69467787114846,4.341736694677871,3,4,-1
2017,12,décembre,Pacific Asia,Same Day,Corporate,46,7,18,14,27,27,2,15.217391304347828,39.130434782608695,30.434782608695656,58.69565217391305,4.3478260869565215,0,0,0
2018,1,janvier,Pacific Asia,Standard Class,Home Office,250,46,134,92,112,112,11,18.4,53.6,36.8,44.800000000000004,4.3999999999999995,4,4,0
2018,1,janvier,Pacific Asia,First Class,Consumer,160,0,0,68,158,158,2,0.0,0.0,42.5,98.75,1.25,2,1,1
2018,1,janvier,Pacific Asia,First Class,Home Office,73,0,0,19,71,71,2,0.0,0.0,26.027397260273972,97.26027397260275,2.73972602739726,2,1,1
2018,1,janvier,Pacific Asia,Second Class,Home Office,86,4,17,29,67,67,2,4.651162790697675,19.767441860465116,33.72093023255814,77.90697674418605,2.3255813953488373,4,2,2
2018,1,janvier,Pacific Asia,First Class,Corporate,95,0,0,32,92,92,3,0.0,0.0,33.68421052631579,96.84210526315789,3.1578947368421053,2,1,1
2018,1,janvier,Pacific Asia,Same Day,Home Office,26,5,18,8,8,8,2,19.230769230769234,69.23076923076923,30.76923076923077,30.76923076923077,7.6923076923076925,0,0,0
2018,1,janvier,Pacific Asia,Same Day,Consumer,54,10,37,16,15,15,4,18.51851851851852,68.51851851851852,29.629629629629626,27.77777777777778,7.4074074074074066,0,0,0
2018,1,janvier,Pacific Asia,Second Class,Corporate,144,7,29,37,107,107,10,4.861111111111112,20.13888888888889,25.694444444444443,74.30555555555556,6.944444444444445,3,2,1
2018,1,janvier,Pacific Asia,Standard Class,Consumer,640,124,397,208,231,231,30,19.375,62.03125000000001,32.5,36.09375,4.6875,3,4,-1
2018,1,janvier,Pacific Asia,Same Day,Corporate,40,3,11,15,27,27,2,7.5,27.500000000000004,37.5,67.5,5.0,0,0,0
2018,1,janvier,Pacific Asia,Standard Class,Corporate,340,69,195,112,138,138,10,20.294117647058822,57.35294117647059,32.94117647058823,40.588235294117645,2.941176470588235,4,4,0
